Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Cumulative_Return
2002-08-12 00:00:00+05:30,28.8220519410814,29.771003823633386,28.8220519410814,29.54772186279297,212976,0.0,0.0,,0.0
2002-08-13 00:00:00+05:30,29.58492379712716,30.059399557936572,28.93368333618411,29.147661209106445,153576,0.0,0.0,-0.013539475413510194,-1.3539475413510194
2002-08-14 00:00:00+05:30,29.212801916863718,29.212801916863718,26.58923067273269,27.13813591003418,822776,0.0,0.0,-0.06894293455162159,-8.154895879783485
2002-08-15 00:00:00+05:30,27.13813591003418,27.13813591003418,27.13813591003418,27.13813591003418,0,0.0,0.0,0.0,-8.154895879783485
2002-08-16 00:00:00+05:30,26.998567892298507,28.282440709903888,26.607822509975367,27.072994232177734,811856,0.0,0.0,-0.0024003740740482504,-8.375358486541929
2002-08-19 00:00:00+05:30,27.296280993340748,27.296280993340748,26.15195948687885,26.40315055847168,205880,0.0,0.0,-0.024742134835972762,-10.642347721165567
2002-08-20 00:00:00+05:30,26.58923067273269,28.822056296951573,26.412465878652284,27.13813591003418,3773624,0.0,0.0,0.02783703217291511,-8.154895879783485
2002-08-21 00:00:00+05:30,28.635999138535112,29.175600587304572,27.184664164017352,28.468538284301758,3011064,0.0,0.0,0.04902335144455039,-3.65234106203679
2002-08-22 00:00:00+05:30,29.408152909008862,30.943219386798624,29.259297409992747,29.69655990600586,6732480,0.0,0.0,0.043136096747941055,0.503720875348801
2002-08-23 00:00:00+05:30,29.957072401512495,32.46900083269522,29.594238862622934,31.48283576965332,4841672,0.0,0.0,0.06015093564040064,6.549113721342703
2002-08-26 00:00:00+05:30,31.985225325201323,32.18990213921698,31.12000654788463,31.371200561523438,2576912,0.0,0.0,-0.0035459070125281045,6.171300471819552
2002-08-27 00:00:00+05:30,31.631690756496265,32.934172140587286,30.32920937240524,30.589704513549805,3694224,0.0,0.0,-0.024911257267346443,3.5264398913573025
2002-08-28 00:00:00+05:30,30.496655050989155,30.961826743891265,29.984966188796836,30.61760139465332,1674960,0.0,0.0,0.0009119696168087277,3.620852859074608
2002-08-29 00:00:00+05:30,30.43153271749248,31.16650342444127,30.329194377217476,30.61760139465332,1236544,0.0,0.0,0.0,3.620852859074608
2002-08-30 00:00:00+05:30,30.710665125782942,33.58542837145851,30.701361115183683,32.78533172607422,3762384,0.0,0.0,0.07080013563046261,10.957223295641306
2002-09-02 00:00:00+05:30,33.306327198328596,34.218063511100226,32.785333802808125,33.12025833129883,2389568,0.0,0.0,0.01021574550542792,12.09073405081853
2002-09-03 00:00:00+05:30,33.3063046076238,33.44585616324234,31.259548458551947,31.566560745239258,986784,0.0,0.0,-0.04691079310185564,6.832468817125448
2002-09-04 00:00:00+05:30,31.16652783604412,32.56204400780729,30.80369419922268,32.25503158569336,1449856,0.0,0.0,0.021810131487255413,9.162499009135061
2002-09-05 00:00:00+05:30,33.24118939124857,33.39004499642965,31.63169543563842,32.059654235839844,1061360,0.0,0.0,-0.0060572673548450195,8.501272567513718
2002-09-06 00:00:00+05:30,32.189898189198324,32.189898189198324,30.524583214877214,30.86880874633789,907472,0.0,0.0,-0.03714467663131227,4.4710278839075634
2002-09-09 00:00:00+05:30,29.39887520593541,31.771252793756148,29.39887520593541,30.46877098083496,880848,0.0,0.0,-0.012959287440931444,3.117157804310433
2002-09-10 00:00:00+05:30,30.46877098083496,30.46877098083496,30.46877098083496,30.46877098083496,0,0.0,0.0,0.0,3.117157804310433
2002-09-11 00:00:00+05:30,30.636222304467257,31.78054696064624,30.636222304467257,31.24094581604004,635936,0.0,0.0,0.02534315662718334,5.730472085495064
2002-09-12 00:00:00+05:30,31.622383187317322,32.17128542664564,31.185123332577447,31.39910125732422,781968,0.0,0.0,0.005062440881766772,6.265726349829159
2002-09-13 00:00:00+05:30,30.301301770051236,31.42701561069637,30.245480568561863,30.5059757232666,338264,0.0,0.0,-0.0284443024893678,3.243071885282234
2002-09-16 00:00:00+05:30,30.794387437692883,30.96184822766206,29.677974600072595,29.910560607910156,288592,0.0,0.0,-0.01951798299315921,1.2279753640637825
2002-09-17 00:00:00+05:30,30.45014425513476,30.980441231711243,30.347808732622887,30.78506851196289,462952,0.0,0.0,0.029237429398814463,4.187621146955545
2002-09-18 00:00:00+05:30,30.60830270671971,30.70133706145138,29.58492480467133,29.836118698120117,315432,0.0,0.0,-0.03082500249996256,0.9760374646354819
2002-09-19 00:00:00+05:30,29.584934234619137,30.57109927694326,29.212796697076758,29.58493423461914,490848,0.0,0.0,-0.008418804940496627,0.12593990155644885
2002-09-20 00:00:00+05:30,28.524350325345143,29.529120805395564,28.40340389031186,29.10116195678711,501072,0.0,0.0,-0.016351980842530978,-1.5113175495542253
2002-09-23 00:00:00+05:30,29.305830141393148,29.380256510840546,28.487128720735765,28.60807228088379,248504,0.0,0.0,-0.01694398583243928,-3.1801083896501825
2002-09-24 00:00:00+05:30,28.50573295670306,28.50573295670306,27.333499221734417,27.640514373779297,267912,0.0,0.0,-0.033821150114718646,-6.454668477894609
2002-09-25 00:00:00+05:30,26.99857761395924,28.096382137981653,26.793900846816943,27.8544921875,379544,0.0,0.0,0.007741455561466992,-5.730491450933528
2002-09-26 00:00:00+05:30,28.431320664309137,28.738333129153197,28.09639616863405,28.29176902770996,178136,0.0,0.0,0.015698611098937665,-4.250591097733758
2002-09-27 00:00:00+05:30,28.198731999382154,29.026737732240466,28.198731999382154,28.6359920501709,206288,0.0,0.0,0.012166896390388038,-3.085617960178977
2002-09-30 00:00:00+05:30,28.198715584002457,28.635975380248205,26.998572886551976,27.593992233276367,202232,0.0,0.0,-0.036387767361749646,-6.6121159478517155
2002-10-01 00:00:00+05:30,27.724239768855032,28.096377215416844,26.886930514090956,27.361406326293945,240192,0.0,0.0,-0.008428860348157263,-7.399269380737172
2002-10-02 00:00:00+05:30,27.361406326293945,27.361406326293945,27.361406326293945,27.361406326293945,0,0.0,0.0,0.0,-7.399269380737172
2002-10-03 00:00:00+05:30,27.724259685996355,29.58494825552631,27.724259685996355,28.096397399902344,673264,0.0,0.0,0.02686232808516431,-4.911798173916615
2002-10-04 00:00:00+05:30,28.468518947693727,28.552249317938415,27.631209566879207,27.91961669921875,258296,0.0,0.0,-0.00629193480457424,-5.510086940490522
2002-10-07 00:00:00+05:30,28.105684952768627,28.28244969552893,27.556782714014528,27.798669815063477,110976,0.0,0.0,-0.004331967929869784,-5.919414213560503
2002-10-08 00:00:00+05:30,27.882392917843017,28.822037483333375,27.724233403692477,28.55223846435547,227352,0.0,0.0,0.027108083023585916,-3.3690698831541077
2002-10-09 00:00:00+05:30,28.654599104021884,29.11046715829433,27.58470335825483,27.82659339904785,277040,0.0,0.0,-0.02541464712875352,-5.824910873796984
2002-10-10 00:00:00+05:30,28.654588405623674,28.654588405623674,27.26837674214944,27.8544921875,173224,0.0,0.0,0.0010025944625009497,-5.730491450933528
2002-10-11 00:00:00+05:30,28.635982731239764,28.980211093383783,28.366183581032246,28.44061279296875,192536,0.0,0.0,0.021042229078287678,-3.746850856946471
2002-10-14 00:00:00+05:30,28.970908225277903,29.026729426627497,27.966137957722186,28.235937118530273,152744,0.0,0.0,-0.007196598608067872,-4.439546136091521
2002-10-15 00:00:00+05:30,28.235937118530273,28.235937118530273,28.235937118530273,28.235937118530273,0,0.0,0.0,0.0,-4.439546136091521
2002-10-16 00:00:00+05:30,31.836381165166088,31.836381165166088,28.115004189188067,28.29176902770996,247760,0.0,0.0,0.001977335087031573,-4.250591097733758
2002-10-17 00:00:00+05:30,28.468533866231855,28.468533866231855,27.928935340389167,28.29176902770996,144512,0.0,0.0,0.0,-4.250591097733758
2002-10-18 00:00:00+05:30,28.840647895554987,29.71517019939006,28.49641967209614,28.887165069580078,512312,0.0,0.0,0.021044850227886602,-2.2355591279768827
2002-10-21 00:00:00+05:30,29.566330040070884,30.31990921874331,29.212800469426767,29.333744049072266,646296,0.0,0.0,0.015459425610526933,-0.7241770269610814
2002-10-22 00:00:00+05:30,29.584930916195155,29.584930916195155,28.096380932990368,28.27314567565918,229384,0.0,0.0,-0.03615625648191434,-4.313619144827396
2002-10-23 00:00:00+05:30,28.468513085231308,28.80343733642362,27.92891495327604,28.142892837524414,153320,0.0,0.0,-0.004606945390123407,-4.754441076005733
2002-10-24 00:00:00+05:30,28.449913766545862,28.542948151445206,27.463751557960098,27.64982032775879,168744,0.0,0.0,-0.017520320764899622,-6.423173819786266
2002-10-25 00:00:00+05:30,27.16604010057906,27.603302840611327,26.998579345221724,27.08230972290039,172296,0.0,0.0,-0.020524929208623144,-8.343831552702785
2002-10-28 00:00:00+05:30,26.886944984135752,27.16604821926519,26.45898612243363,26.682268142700195,134504,0.0,0.0,-0.014771324318100021,-9.697714542592218
2002-10-29 00:00:00+05:30,26.607843513701056,27.12883682166649,26.458987877255915,26.91485595703125,143024,0.0,0.0,0.008716943143181943,-8.910554654560599
2002-10-30 00:00:00+05:30,27.16603742749482,27.863795238132532,26.979968677991433,27.37071418762207,164320,0.0,0.0,0.016937048866937365,-7.367768267482666
2002-10-31 00:00:00+05:30,27.538174703541326,27.910312199535127,27.389319137307048,27.798669815063477,118928,0.0,0.0,0.01563553016950281,-5.919414213560503
2002-11-01 00:00:00+05:30,27.9289277761458,28.39409977215633,27.361417373176053,27.510272979736328,108792,0.0,0.0,-0.010374483284479763,-6.895451678195985
2002-11-04 00:00:00+05:30,27.9103291554949,27.9103291554949,27.50097822905141,27.714956283569336,56560,0.0,0.0,0.0074402498289920516,-6.2027305784663085
2002-11-05 00:00:00+05:30,27.454449516911758,27.780069887368423,27.24046871281536,27.417236328125,70288,0.0,0.0,-0.010742212702707254,-7.21032079752556
2002-11-06 00:00:00+05:30,27.417236328125004,27.417236328125004,27.417236328125004,27.417236328125,0,0.0,0.0,0.0,-7.21032079752556
2002-11-07 00:00:00+05:30,27.910314027699677,29.39886410917699,27.910314027699677,28.263843536376953,204880,0.0,0.0,0.030878648676325282,-4.345100892643428
2002-11-08 00:00:00+05:30,27.724240493135436,28.087073945175348,27.556779773481164,27.7707576751709,77664,0.0,0.0,-0.017445817677678166,-6.013878822447072
2002-11-11 00:00:00+05:30,27.910302609813456,27.910302609813456,27.296275384561,27.352096557617188,66568,0.0,0.0,-0.015075610195829259,-7.43077694913784
2002-11-12 00:00:00+05:30,27.166035066401296,27.910309999727357,27.166035066401296,27.491655349731445,106864,0.0,0.0,0.005102306940905965,-6.958460359851159
2002-11-13 00:00:00+05:30,27.631201109381667,27.70562745144419,27.110208197395117,27.259063720703125,106264,0.0,0.0,-0.008460444672008127,-7.7456331581750915
2002-11-14 00:00:00+05:30,27.687039166716357,28.208032396360167,27.268384349192978,27.63121795654297,211856,0.0,0.0,0.013652495171989187,-6.486130860272166
2002-11-15 00:00:00+05:30,28.245237268172357,28.403394004683687,27.91031294499564,28.22662925720215,154144,0.0,0.0,0.021548500018913952,-4.471047249346027
2002-11-18 00:00:00+05:30,28.46850511261534,28.831338433469046,28.161492957858155,28.51502227783203,217672,0.0,0.0,0.010217054895291788,-3.4950226950028696
2002-11-19 00:00:00+05:30,28.51502227783203,28.51502227783203,28.51502227783203,28.51502227783203,0,0.0,0.0,0.0,-3.4950226950028696
2002-11-20 00:00:00+05:30,28.468540495890394,29.67798829473541,28.468540495890394,29.4547061920166,406128,0.0,0.0,0.0329539954424336,-0.3147981127218258
2002-11-21 00:00:00+05:30,30.00357985496521,33.28769149101369,30.00357985496521,32.00381851196289,2664024,0.0,0.0,0.08654346450881256,8.312304618863632
2002-11-22 00:00:00+05:30,30.803680409170557,33.622620678487785,30.803680409170557,31.5107421875,1184016,0.0,0.0,-0.015406796669546807,6.643558964790786
